"Gene","logFC","FDR","PValue","Description","N_Pathways","KEGG_Pathways","N_GO_Terms","GO_Terms"
"ARMC1",-2.81431241540268,0.99958577627925,0.0203192455152915,"armadillo repeat containing 1",0,"No KEGG pathway",2,"mitochondrion localization; mitochondrion distribution"
"DAPK3",2.60130978090168,0.99958577627925,0.0235259442785824,"death associated protein kinase 3",2,"Autophagy - animal; Bladder cancer",33,"regulation of autophagy; cell-substrate adhesion; regulation of supramolecular fiber organization; mitotic nuclear division; regulation of actin filament-based process; organelle fission; regulation of cell morphogenesis; regulation of actin cytoskeleton organization; regulation of cell shape; protein autophosphorylation; nuclear division; cell-cell signaling by wnt; Wnt signaling pathway; regulation of cell-substrate adhesion; cell-matrix adhesion; cell junction assembly; cell-substrate junction organization; regulation of Wnt signaling pathway; cell-substrate junction assembly; positive regulation of Wnt signaling pathway; focal adhesion assembly; canonical Wnt signaling pathway; regulation of cell junction assembly; regulation of canonical Wnt signaling pathway; positive regulation of canonical Wnt signaling pathway; regulation of cell-substrate junction organization; regulation of mitotic nuclear division; regulation of cell-matrix adhesion; regulation of focal adhesion assembly; regulation of cell-substrate junction assembly; regulation of nuclear division; response to type II interferon; cellular response to type II interferon"
"FKBP5",-2.57888000829713,0.99958577627925,0.0226615280349426,"FKBP prolyl isomerase 5",1,"Estrogen signaling pathway",3,"protein folding; chaperone-mediated protein folding; peptidyl-proline modification"
"RYBP",-2.63046945777686,0.99958577627925,0.0250333858245007,"RING1 and YY1 binding protein",1,"Polycomb repressive complex",13,"proteasome-mediated ubiquitin-dependent protein catabolic process; regulation of protein catabolic process; regulation of proteolysis involved in protein catabolic process; regulation of proteasomal protein catabolic process; regulation of ubiquitin-dependent protein catabolic process; regulation of proteasomal ubiquitin-dependent protein catabolic process; negative regulation of catabolic process; negative regulation of protein catabolic process; negative regulation of proteolysis involved in protein catabolic process; negative regulation of ubiquitin-dependent protein catabolic process; negative regulation of proteasomal protein catabolic process; negative regulation of proteasomal ubiquitin-dependent protein catabolic process; negative regulation of proteolysis"
"RYBP",-2.63046945777686,0.99958577627925,0.0250333858245007,"RING1 and YY1 binding protein",1,"Polycomb repressive complex",13,"proteasome-mediated ubiquitin-dependent protein catabolic process; regulation of protein catabolic process; regulation of proteolysis involved in protein catabolic process; regulation of proteasomal protein catabolic process; regulation of ubiquitin-dependent protein catabolic process; regulation of proteasomal ubiquitin-dependent protein catabolic process; negative regulation of catabolic process; negative regulation of protein catabolic process; negative regulation of proteolysis involved in protein catabolic process; negative regulation of ubiquitin-dependent protein catabolic process; negative regulation of proteasomal protein catabolic process; negative regulation of proteasomal ubiquitin-dependent protein catabolic process; negative regulation of proteolysis"
"INPP4B",-2.50917451250614,0.99958577627925,0.028270271307238,"inositol polyphosphate-4-phosphatase type II B",2,"Phosphatidylinositol signaling system; Inositol phosphate metabolism",17,"phospholipid biosynthetic process; phospholipid metabolic process; glycerophospholipid biosynthetic process; glycerophospholipid metabolic process; glycerolipid biosynthetic process; phosphatidylinositol biosynthetic process; phosphatidylinositol metabolic process; dephosphorylation; glycerolipid metabolic process; lipid modification; phosphatidylinositol phosphate biosynthetic process; alcohol metabolic process; phosphatidylinositol-3-phosphate biosynthetic process; phosphatidylinositol dephosphorylation; phospholipid dephosphorylation; polyol metabolic process; inositol phosphate metabolic process"
"LDB3",-2.60557859142588,0.99958577627925,0.0274015115585659,"LIM domain binding 3",1,"Cytoskeleton in muscle cells",5,"non-membrane-bounded organelle assembly; actomyosin structure organization; muscle cell differentiation; striated muscle cell differentiation; cellular component assembly involved in morphogenesis"
"SCARA3",2.58526726249765,0.99958577627925,0.0285341850415769,"scavenger receptor class A member 3",0,"No KEGG pathway",5,"response to UV; response to oxidative stress; response to radiation; response to light stimulus; UV protection"
"USE1",2.52020447559642,0.99958577627925,0.0302100413640098,"unconventional SNARE in the ER 1",1,"SNARE interactions in vesicular transport",5,"Golgi vesicle transport; vacuolar transport; lysosomal transport; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; membrane fusion"
"GSTO1",2.41260148694533,0.99958577627925,0.0324933674516554,"glutathione S-transferase omega 1",6,"Fluid shear stress and atherosclerosis; Hepatocellular carcinoma; Chemical carcinogenesis - reactive oxygen species; Platinum drug resistance; Glutathione metabolism; Drug metabolism - other enzymes",42,"maintenance of location; maintenance of location in cell; monosaccharide metabolic process; water-soluble vitamin metabolic process; calcium-mediated signaling; intracellular calcium ion homeostasis; vitamin metabolic process; second-messenger-mediated signaling; calcium ion homeostasis; sequestering of calcium ion; positive regulation of ion transmembrane transporter activity; regulation of sequestering of calcium ion; negative regulation of sequestering of calcium ion; release of sequestered calcium ion into cytosol; positive regulation of transporter activity; cellular detoxification; positive regulation of calcium ion transmembrane transporter activity; positive regulation of transmembrane transport; response to toxic substance; positive regulation of monoatomic ion transport; regulation of release of sequestered calcium ion into cytosol; L-ascorbic acid metabolic process; lactone metabolic process; cellular oxidant detoxification; positive regulation of monoatomic ion transmembrane transport; cellular response to toxic substance; regulation of ryanodine-sensitive calcium-release channel activity; glutathione metabolic process; cellular response to xenobiotic stimulus; response to xenobiotic stimulus; cellular response to arsenic-containing substance; positive regulation of release of sequestered calcium ion into cytosol; response to arsenic-containing substance; calcium ion transport; positive regulation of calcium ion transport; calcium ion transmembrane import into cytosol; heart process; regulation of calcium ion transport; positive regulation of calcium ion transmembrane transport; regulation of metal ion transport; positive regulation of cation transmembrane transport; calcium ion transmembrane transport"
