"Gene","logFC","FDR","PValue","Description","N_Pathways","KEGG_Pathways","N_GO_Terms","GO_Terms"
"ARL5B",-1.47294291878212,0.998503765891735,0.00507012015378467,"ARF like GTPase 5B",0,"No KEGG pathway",1,"protein localization to Golgi apparatus"
"SCAI",-1.3660079889046,0.998503765891735,0.00659242023923588,"suppressor of cancer cell invasion",0,"No KEGG pathway",9,"small GTPase mediated signal transduction; Ras protein signal transduction; regulation of small GTPase mediated signal transduction; regulation of Ras protein signal transduction; Rho protein signal transduction; negative regulation of small GTPase mediated signal transduction; negative regulation of Ras protein signal transduction; regulation of Rho protein signal transduction; negative regulation of Rho protein signal transduction"
"SDC4",-1.67054941416882,0.998503765891735,0.00401252494067944,"syndecan 4",5,"Fluid shear stress and atherosclerosis; Proteoglycans in cancer; Cytoskeleton in muscle cells; ECM-receptor interaction; Cell adhesion molecule (CAM) interaction",100,"establishment of organelle localization; vesicle organization; actin filament organization; vesicle localization; establishment of vesicle localization; cell-substrate adhesion; regulation of supramolecular fiber organization; regulation of actin filament-based process; positive regulation of cell adhesion; regulation of actin cytoskeleton organization; exocytosis; regulation of actin filament organization; regulation of organelle assembly; regulation of cell-cell adhesion; regulation of T cell activation; regulation of cell-substrate adhesion; positive regulation of cytoskeleton organization; leukocyte cell-cell adhesion; wound healing; cell-matrix adhesion; cell junction assembly; cell-substrate junction organization; positive regulation of organelle assembly; positive regulation of supramolecular fiber organization; kidney development; renal system development; epithelial tube morphogenesis; neural tube development; regulation of leukocyte cell-cell adhesion; positive regulation of cell-substrate adhesion; cell-substrate junction assembly; tube closure; neural tube closure; neural tube formation; primary neural tube formation; regulation of exocytosis; focal adhesion assembly; T cell proliferation; regulation of cell junction assembly; actin filament bundle assembly; regulation of leukocyte proliferation; actin filament bundle organization; epithelial tube formation; regulation of cell-substrate junction organization; regulation of lymphocyte proliferation; tube formation; regulation of mononuclear cell proliferation; embryonic epithelial tube formation; regulation of cell-matrix adhesion; regulation of focal adhesion assembly; regulation of cell-substrate junction assembly; fibroblast migration; morphogenesis of embryonic epithelium; negative regulation of cell activation; actomyosin structure organization; leukocyte proliferation; contractile actin filament bundle assembly; stress fiber assembly; negative regulation of cell adhesion; mononuclear cell proliferation; negative regulation of leukocyte activation; regulation of T cell proliferation; lymphocyte proliferation; positive regulation of exocytosis; positive regulation of secretion by cell; regulation of actin filament bundle assembly; positive regulation of cell-matrix adhesion; negative regulation of lymphocyte activation; regulation of stress fiber assembly; positive regulation of secretion; negative regulation of cell-cell adhesion; regulation of fibroblast migration; regulation of actomyosin structure organization; extracellular vesicle biogenesis; negative regulation of T cell activation; negative regulation of T cell proliferation; positive regulation of actin filament bundle assembly; negative regulation of leukocyte proliferation; extracellular exosome biogenesis; exosomal secretion; negative regulation of lymphocyte proliferation; positive regulation of stress fiber assembly; ameboidal-type cell migration; negative regulation of mononuclear cell proliferation; positive regulation of cell-substrate junction organization; regulation of exosomal secretion; positive regulation of exosomal secretion; negative regulation of leukocyte cell-cell adhesion; positive regulation of focal adhesion assembly; kidney epithelium development; inner ear receptor cell differentiation; positive regulation of cell junction assembly; mechanoreceptor differentiation; inner ear receptor cell development; ear development; mesonephric epithelium development; mesonephric tubule development; mesonephros development; ureteric bud development; inner ear development"
"LARP4B",-1.66283877607417,0.998503765891735,0.00378948253229389,"La ribonucleoprotein 4B",0,"No KEGG pathway",9,"negative regulation of catabolic process; positive regulation of amide metabolic process; positive regulation of translation; negative regulation of cellular catabolic process; nucleobase-containing compound catabolic process; negative regulation of mRNA metabolic process; negative regulation of RNA catabolic process; negative regulation of mRNA catabolic process; RNA stabilization"
"COPS9",-1.66448777050647,0.998503765891735,0.00460437981335855,"COP9 signalosome subunit 9",0,"No KEGG pathway",15,"regulation of post-translational protein modification; regulation of protein modification by small protein conjugation or removal; negative regulation of protein modification process; response to UV; cellular response to abiotic stimulus; cellular response to environmental stimulus; response to radiation; cellular response to UV; cellular response to radiation; response to light stimulus; negative regulation of post-translational protein modification; negative regulation of protein modification by small protein conjugation or removal; regulation of protein neddylation; cellular response to light stimulus; protein neddylation"
"CUL4A",-1.75137585744357,0.998503765891735,0.00424281822811247,"cullin 4A",3,"Ubiquitin mediated proteolysis; Nucleotide excision repair; Human immunodeficiency virus 1 infection",54,"proteasome-mediated ubiquitin-dependent protein catabolic process; ribosome biogenesis; in utero embryonic development; regulation of protein catabolic process; regulation of DNA repair; mitotic cell cycle phase transition; positive regulation of protein catabolic process; cell cycle checkpoint signaling; signal transduction in response to DNA damage; response to UV; regulation of cell cycle phase transition; negative regulation of cell cycle; intrinsic apoptotic signaling pathway; cellular response to abiotic stimulus; cellular response to environmental stimulus; negative regulation of cell cycle process; response to radiation; cellular response to UV; negative regulation of cell cycle phase transition; regulation of mitotic cell cycle phase transition; DNA integrity checkpoint signaling; regulation of leukocyte differentiation; DNA damage checkpoint signaling; stem cell population maintenance; nucleotide-excision repair; maintenance of cell number; regulation of hemopoiesis; myeloid cell differentiation; cellular response to radiation; positive regulation of cell cycle; rhythmic process; G1/S transition of mitotic cell cycle; myeloid leukocyte differentiation; cell cycle G1/S phase transition; regulation of cell cycle checkpoint; response to light stimulus; positive regulation of cell cycle process; positive regulation of mitotic cell cycle; cellular response to light stimulus; regulation of DNA damage checkpoint; regulation of nucleotide-excision repair; negative regulation of cell development; somatic stem cell population maintenance; granulocyte differentiation; regulation of G1/S transition of mitotic cell cycle; ubiquitin-dependent protein catabolic process via the C-end degron rule pathway; negative regulation of leukocyte differentiation; positive regulation of cell cycle phase transition; regulation of cell cycle G1/S phase transition; regulation of myeloid leukocyte differentiation; positive regulation of mitotic cell cycle phase transition; regulation of myeloid cell differentiation; negative regulation of hemopoiesis; negative regulation of myeloid leukocyte differentiation"
"RABEP1",-1.63844084562649,0.998503765891735,0.00524868774428518,"rabaptin, RAB GTPase binding effector protein 1",1,"Endocytosis",8,"Golgi vesicle transport; protein localization to cell periphery; vesicle-mediated transport to the plasma membrane; post-Golgi vesicle-mediated transport; Golgi to plasma membrane transport; protein localization to cilium; membrane fusion; protein localization to ciliary membrane"
"ACAA1",-1.33503456994945,0.998503765891735,0.00997504584508066,"acetyl-CoA acyltransferase 1",6,"Peroxisome; Fatty acid metabolism; Valine, leucine and isoleucine degradation; Fatty acid degradation; Biosynthesis of unsaturated fatty acids; PPAR signaling pathway",19,"small molecule catabolic process; organic acid catabolic process; carboxylic acid catabolic process; fatty acid beta-oxidation; fatty acid oxidation; fatty acid catabolic process; monocarboxylic acid catabolic process; lipid oxidation; cellular lipid catabolic process; lipid modification; fatty acid metabolic process; lipid catabolic process; very long-chain fatty acid metabolic process; alpha-linolenic acid metabolic process; long-chain fatty acid metabolic process; cellular response to xenobiotic stimulus; response to xenobiotic stimulus; unsaturated fatty acid metabolic process; fatty acid beta-oxidation using acyl-CoA oxidase"
"MEA1",-1.53790499752533,0.998503765891735,0.00713424792743605,"male-enhanced antigen 1",0,"No KEGG pathway",5,"reproductive system development; reproductive structure development; development of primary sexual characteristics; gonad development; development of primary male sexual characteristics"
"DELE1",-1.47942137161873,0.998503765891735,0.00797733833452922,"DAP3 binding cell death enhancer 1",0,"No KEGG pathway",6,"extrinsic apoptotic signaling pathway; regulation of cysteine-type endopeptidase activity involved in apoptotic process; regulation of cysteine-type endopeptidase activity; extrinsic apoptotic signaling pathway via death domain receptors; regulation of peptidase activity; regulation of endopeptidase activity"
