"Gene","logFC","FDR","PValue","Description","N_Pathways","KEGG_Pathways","N_GO_Terms","GO_Terms"
"PCYOX1",-1.06171370733215,0.99995151979096,0.0018164653904456,"prenylcysteine oxidase 1",1,"Terpenoid backbone biosynthesis",1,"cellular modified amino acid metabolic process"
"MCEMP1",0.79139951820677,0.99995151979096,0.00884422603502377,"mast cell expressed membrane protein 1",0,"No KEGG pathway",0,"No GO term"
"ODC1",0.867029878525511,0.99995151979096,0.00636649553203003,"ornithine decarboxylase 1",3,"Efferocytosis; Glutathione metabolism; Arginine and proline metabolism",8,"regulation of protein catabolic process; response to virus; kidney development; renal system development; amino acid metabolic process; alpha-amino acid metabolic process; polyamine biosynthetic process; polyamine metabolic process"
"ZNF75A",-1.26805132821958,0.99995151979096,0.00176852588233641,"zinc finger protein 75A",0,"No KEGG pathway",0,"No GO term"
"STK38L",-0.845195629666701,0.99995151979096,0.00578705815389341,"serine/threonine kinase 38 like",0,"No KEGG pathway",8,"regulation of autophagy; negative regulation of catabolic process; peptidyl-serine modification; peptidyl-serine phosphorylation; synapse organization; negative regulation of cellular catabolic process; postsynapse organization; negative regulation of autophagy"
"DNAAF9",-0.984909700322947,0.99995151979096,0.00504684709069126,"dynein axonemal assembly factor 9",0,"No KEGG pathway",0,"No GO term"
"AGER",-1.21384312657702,0.99995151979096,0.00301661890730096,"advanced glycosylation end-product specific receptor",6,"Pathways of neurodegeneration - multiple diseases; Efferocytosis; Alzheimer disease; AGE-RAGE signaling pathway in diabetic complications; Diabetic cardiomyopathy; Lipid and atherosclerosis",144,"positive regulation of cell adhesion; positive regulation of proteolysis; positive regulation of lymphocyte activation; positive regulation of leukocyte activation; positive regulation of cell activation; regulation of cell-cell adhesion; mononuclear cell differentiation; regulation of T cell activation; leukocyte migration; leukocyte cell-cell adhesion; positive regulation of cell-cell adhesion; regulation of leukocyte migration; regulation of immune effector process; regulation of leukocyte mediated immunity; positive regulation of leukocyte cell-cell adhesion; alpha-beta T cell activation; regulation of leukocyte cell-cell adhesion; positive regulation of leukocyte migration; myeloid leukocyte activation; positive regulation of T cell activation; stress-activated protein kinase signaling cascade; positive regulation of cytokine production; stress-activated MAPK cascade; regulation of adaptive immune response; regulation of leukocyte differentiation; positive regulation of DNA-binding transcription factor activity; chemotaxis; positive regulation of cell development; JNK cascade; positive regulation of chemotaxis; T cell proliferation; taxis; regulation of chemotaxis; regulation of DNA-binding transcription factor activity; regulation of lymphocyte mediated immunity; regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; regulation of leukocyte proliferation; regulation of hemopoiesis; response to oxygen levels; positive regulation of leukocyte differentiation; positive regulation of hemopoiesis; regulation of mononuclear cell migration; response to decreased oxygen levels; regulation of lymphocyte proliferation; regulation of mononuclear cell proliferation; myeloid leukocyte migration; positive regulation of NF-kappaB transcription factor activity; regulation of alpha-beta T cell activation; positive regulation of peptidase activity; regulation of JNK cascade; regulation of stress-activated protein kinase signaling cascade; CD4-positive, alpha-beta T cell activation; mononuclear cell migration; regulation of stress-activated MAPK cascade; positive regulation of non-canonical NF-kappaB signal transduction; response to hypoxia; cellular response to peptide; leukocyte proliferation; positive regulation of JNK cascade; positive regulation of endopeptidase activity; mononuclear cell proliferation; positive regulation of mononuclear cell migration; positive regulation of mononuclear cell proliferation; regulation of T cell proliferation; lymphocyte proliferation; positive regulation of leukocyte proliferation; positive regulation of lymphocyte proliferation; positive regulation of MAPK cascade; positive regulation of stress-activated protein kinase signaling cascade; regulation of peptidase activity; regulation of trans-synaptic signaling; positive regulation of stress-activated MAPK cascade; modulation of chemical synaptic transmission; interleukin-12 production; regulation of interleukin-12 production; positive regulation of tumor necrosis factor production; gliogenesis; cellular extravasation; positive regulation of tumor necrosis factor superfamily cytokine production; regulation of CD4-positive, alpha-beta T cell activation; positive regulation of interleukin-12 production; leukocyte mediated cytotoxicity; positive regulation of interleukin-6 production; regulation of cell killing; regulation of endopeptidase activity; heterotypic cell-cell adhesion; positive regulation of T cell proliferation; positive regulation of cellular extravasation; non-canonical NF-kappaB signal transduction; macrophage activation; regulation of leukocyte mediated cytotoxicity; positive regulation of chemokine production; regulation of cellular extravasation; glial cell development; vascular process in circulatory system; leukocyte mediated immunity; T cell mediated immunity; vascular transport; transport across blood-brain barrier; transcytosis; ERK1 and ERK2 cascade; positive regulation of interleukin-1 production; regulation of non-canonical NF-kappaB signal transduction; glial cell differentiation; regulation of T cell mediated immunity; positive regulation of interleukin-1 beta production; p38MAPK cascade; chemokine production; learning or memory; regulation of aspartic-type peptidase activity; regulation of chemokine production; regulation of ERK1 and ERK2 cascade; cognition; tumor necrosis factor superfamily cytokine production; regulation of tumor necrosis factor superfamily cytokine production; tumor necrosis factor production; regulation of tumor necrosis factor production; regulation of positive chemotaxis; response to amyloid-beta; positive regulation of positive chemotaxis; positive regulation of amyloid precursor protein catabolic process; cellular response to amyloid-beta; interleukin-10 production; regulation of interleukin-10 production; induction of positive chemotaxis; dendritic cell differentiation; regulation of long-term synaptic potentiation; negative regulation of long-term synaptic potentiation; long-term synaptic depression; adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; neuroinflammatory response; leukocyte activation involved in inflammatory response; monocyte chemotactic protein-1 production; regulation of monocyte chemotactic protein-1 production; amyloid precursor protein catabolic process; activated T cell proliferation; lymphocyte mediated immunity; positive regulation of monocyte chemotactic protein-1 production; regulation of p38MAPK cascade; microglial cell activation; glial cell activation; monocyte extravasation; response to carbohydrate; regulation of activated T cell proliferation"
"AGER",-1.21384312657702,0.99995151979096,0.00301661890730096,"advanced glycosylation end-product specific receptor",6,"Pathways of neurodegeneration - multiple diseases; Efferocytosis; Alzheimer disease; AGE-RAGE signaling pathway in diabetic complications; Diabetic cardiomyopathy; Lipid and atherosclerosis",144,"positive regulation of cell adhesion; positive regulation of proteolysis; positive regulation of lymphocyte activation; positive regulation of leukocyte activation; positive regulation of cell activation; regulation of cell-cell adhesion; mononuclear cell differentiation; regulation of T cell activation; leukocyte migration; leukocyte cell-cell adhesion; positive regulation of cell-cell adhesion; regulation of leukocyte migration; regulation of immune effector process; regulation of leukocyte mediated immunity; positive regulation of leukocyte cell-cell adhesion; alpha-beta T cell activation; regulation of leukocyte cell-cell adhesion; positive regulation of leukocyte migration; myeloid leukocyte activation; positive regulation of T cell activation; stress-activated protein kinase signaling cascade; positive regulation of cytokine production; stress-activated MAPK cascade; regulation of adaptive immune response; regulation of leukocyte differentiation; positive regulation of DNA-binding transcription factor activity; chemotaxis; positive regulation of cell development; JNK cascade; positive regulation of chemotaxis; T cell proliferation; taxis; regulation of chemotaxis; regulation of DNA-binding transcription factor activity; regulation of lymphocyte mediated immunity; regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; regulation of leukocyte proliferation; regulation of hemopoiesis; response to oxygen levels; positive regulation of leukocyte differentiation; positive regulation of hemopoiesis; regulation of mononuclear cell migration; response to decreased oxygen levels; regulation of lymphocyte proliferation; regulation of mononuclear cell proliferation; myeloid leukocyte migration; positive regulation of NF-kappaB transcription factor activity; regulation of alpha-beta T cell activation; positive regulation of peptidase activity; regulation of JNK cascade; regulation of stress-activated protein kinase signaling cascade; CD4-positive, alpha-beta T cell activation; mononuclear cell migration; regulation of stress-activated MAPK cascade; positive regulation of non-canonical NF-kappaB signal transduction; response to hypoxia; cellular response to peptide; leukocyte proliferation; positive regulation of JNK cascade; positive regulation of endopeptidase activity; mononuclear cell proliferation; positive regulation of mononuclear cell migration; positive regulation of mononuclear cell proliferation; regulation of T cell proliferation; lymphocyte proliferation; positive regulation of leukocyte proliferation; positive regulation of lymphocyte proliferation; positive regulation of MAPK cascade; positive regulation of stress-activated protein kinase signaling cascade; regulation of peptidase activity; regulation of trans-synaptic signaling; positive regulation of stress-activated MAPK cascade; modulation of chemical synaptic transmission; interleukin-12 production; regulation of interleukin-12 production; positive regulation of tumor necrosis factor production; gliogenesis; cellular extravasation; positive regulation of tumor necrosis factor superfamily cytokine production; regulation of CD4-positive, alpha-beta T cell activation; positive regulation of interleukin-12 production; leukocyte mediated cytotoxicity; positive regulation of interleukin-6 production; regulation of cell killing; regulation of endopeptidase activity; heterotypic cell-cell adhesion; positive regulation of T cell proliferation; positive regulation of cellular extravasation; non-canonical NF-kappaB signal transduction; macrophage activation; regulation of leukocyte mediated cytotoxicity; positive regulation of chemokine production; regulation of cellular extravasation; glial cell development; vascular process in circulatory system; leukocyte mediated immunity; T cell mediated immunity; vascular transport; transport across blood-brain barrier; transcytosis; ERK1 and ERK2 cascade; positive regulation of interleukin-1 production; regulation of non-canonical NF-kappaB signal transduction; glial cell differentiation; regulation of T cell mediated immunity; positive regulation of interleukin-1 beta production; p38MAPK cascade; chemokine production; learning or memory; regulation of aspartic-type peptidase activity; regulation of chemokine production; regulation of ERK1 and ERK2 cascade; cognition; tumor necrosis factor superfamily cytokine production; regulation of tumor necrosis factor superfamily cytokine production; tumor necrosis factor production; regulation of tumor necrosis factor production; regulation of positive chemotaxis; response to amyloid-beta; positive regulation of positive chemotaxis; positive regulation of amyloid precursor protein catabolic process; cellular response to amyloid-beta; interleukin-10 production; regulation of interleukin-10 production; induction of positive chemotaxis; dendritic cell differentiation; regulation of long-term synaptic potentiation; negative regulation of long-term synaptic potentiation; long-term synaptic depression; adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; neuroinflammatory response; leukocyte activation involved in inflammatory response; monocyte chemotactic protein-1 production; regulation of monocyte chemotactic protein-1 production; amyloid precursor protein catabolic process; activated T cell proliferation; lymphocyte mediated immunity; positive regulation of monocyte chemotactic protein-1 production; regulation of p38MAPK cascade; microglial cell activation; glial cell activation; monocyte extravasation; response to carbohydrate; regulation of activated T cell proliferation"
"AGER",-1.21384312657702,0.99995151979096,0.00301661890730096,"advanced glycosylation end-product specific receptor",6,"Pathways of neurodegeneration - multiple diseases; Efferocytosis; Alzheimer disease; AGE-RAGE signaling pathway in diabetic complications; Diabetic cardiomyopathy; Lipid and atherosclerosis",144,"positive regulation of cell adhesion; positive regulation of proteolysis; positive regulation of lymphocyte activation; positive regulation of leukocyte activation; positive regulation of cell activation; regulation of cell-cell adhesion; mononuclear cell differentiation; regulation of T cell activation; leukocyte migration; leukocyte cell-cell adhesion; positive regulation of cell-cell adhesion; regulation of leukocyte migration; regulation of immune effector process; regulation of leukocyte mediated immunity; positive regulation of leukocyte cell-cell adhesion; alpha-beta T cell activation; regulation of leukocyte cell-cell adhesion; positive regulation of leukocyte migration; myeloid leukocyte activation; positive regulation of T cell activation; stress-activated protein kinase signaling cascade; positive regulation of cytokine production; stress-activated MAPK cascade; regulation of adaptive immune response; regulation of leukocyte differentiation; positive regulation of DNA-binding transcription factor activity; chemotaxis; positive regulation of cell development; JNK cascade; positive regulation of chemotaxis; T cell proliferation; taxis; regulation of chemotaxis; regulation of DNA-binding transcription factor activity; regulation of lymphocyte mediated immunity; regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; regulation of leukocyte proliferation; regulation of hemopoiesis; response to oxygen levels; positive regulation of leukocyte differentiation; positive regulation of hemopoiesis; regulation of mononuclear cell migration; response to decreased oxygen levels; regulation of lymphocyte proliferation; regulation of mononuclear cell proliferation; myeloid leukocyte migration; positive regulation of NF-kappaB transcription factor activity; regulation of alpha-beta T cell activation; positive regulation of peptidase activity; regulation of JNK cascade; regulation of stress-activated protein kinase signaling cascade; CD4-positive, alpha-beta T cell activation; mononuclear cell migration; regulation of stress-activated MAPK cascade; positive regulation of non-canonical NF-kappaB signal transduction; response to hypoxia; cellular response to peptide; leukocyte proliferation; positive regulation of JNK cascade; positive regulation of endopeptidase activity; mononuclear cell proliferation; positive regulation of mononuclear cell migration; positive regulation of mononuclear cell proliferation; regulation of T cell proliferation; lymphocyte proliferation; positive regulation of leukocyte proliferation; positive regulation of lymphocyte proliferation; positive regulation of MAPK cascade; positive regulation of stress-activated protein kinase signaling cascade; regulation of peptidase activity; regulation of trans-synaptic signaling; positive regulation of stress-activated MAPK cascade; modulation of chemical synaptic transmission; interleukin-12 production; regulation of interleukin-12 production; positive regulation of tumor necrosis factor production; gliogenesis; cellular extravasation; positive regulation of tumor necrosis factor superfamily cytokine production; regulation of CD4-positive, alpha-beta T cell activation; positive regulation of interleukin-12 production; leukocyte mediated cytotoxicity; positive regulation of interleukin-6 production; regulation of cell killing; regulation of endopeptidase activity; heterotypic cell-cell adhesion; positive regulation of T cell proliferation; positive regulation of cellular extravasation; non-canonical NF-kappaB signal transduction; macrophage activation; regulation of leukocyte mediated cytotoxicity; positive regulation of chemokine production; regulation of cellular extravasation; glial cell development; vascular process in circulatory system; leukocyte mediated immunity; T cell mediated immunity; vascular transport; transport across blood-brain barrier; transcytosis; ERK1 and ERK2 cascade; positive regulation of interleukin-1 production; regulation of non-canonical NF-kappaB signal transduction; glial cell differentiation; regulation of T cell mediated immunity; positive regulation of interleukin-1 beta production; p38MAPK cascade; chemokine production; learning or memory; regulation of aspartic-type peptidase activity; regulation of chemokine production; regulation of ERK1 and ERK2 cascade; cognition; tumor necrosis factor superfamily cytokine production; regulation of tumor necrosis factor superfamily cytokine production; tumor necrosis factor production; regulation of tumor necrosis factor production; regulation of positive chemotaxis; response to amyloid-beta; positive regulation of positive chemotaxis; positive regulation of amyloid precursor protein catabolic process; cellular response to amyloid-beta; interleukin-10 production; regulation of interleukin-10 production; induction of positive chemotaxis; dendritic cell differentiation; regulation of long-term synaptic potentiation; negative regulation of long-term synaptic potentiation; long-term synaptic depression; adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; neuroinflammatory response; leukocyte activation involved in inflammatory response; monocyte chemotactic protein-1 production; regulation of monocyte chemotactic protein-1 production; amyloid precursor protein catabolic process; activated T cell proliferation; lymphocyte mediated immunity; positive regulation of monocyte chemotactic protein-1 production; regulation of p38MAPK cascade; microglial cell activation; glial cell activation; monocyte extravasation; response to carbohydrate; regulation of activated T cell proliferation"
"AGER",-1.21384312657702,0.99995151979096,0.00301661890730096,"advanced glycosylation end-product specific receptor",6,"Pathways of neurodegeneration - multiple diseases; Efferocytosis; Alzheimer disease; AGE-RAGE signaling pathway in diabetic complications; Diabetic cardiomyopathy; Lipid and atherosclerosis",144,"positive regulation of cell adhesion; positive regulation of proteolysis; positive regulation of lymphocyte activation; positive regulation of leukocyte activation; positive regulation of cell activation; regulation of cell-cell adhesion; mononuclear cell differentiation; regulation of T cell activation; leukocyte migration; leukocyte cell-cell adhesion; positive regulation of cell-cell adhesion; regulation of leukocyte migration; regulation of immune effector process; regulation of leukocyte mediated immunity; positive regulation of leukocyte cell-cell adhesion; alpha-beta T cell activation; regulation of leukocyte cell-cell adhesion; positive regulation of leukocyte migration; myeloid leukocyte activation; positive regulation of T cell activation; stress-activated protein kinase signaling cascade; positive regulation of cytokine production; stress-activated MAPK cascade; regulation of adaptive immune response; regulation of leukocyte differentiation; positive regulation of DNA-binding transcription factor activity; chemotaxis; positive regulation of cell development; JNK cascade; positive regulation of chemotaxis; T cell proliferation; taxis; regulation of chemotaxis; regulation of DNA-binding transcription factor activity; regulation of lymphocyte mediated immunity; regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; regulation of leukocyte proliferation; regulation of hemopoiesis; response to oxygen levels; positive regulation of leukocyte differentiation; positive regulation of hemopoiesis; regulation of mononuclear cell migration; response to decreased oxygen levels; regulation of lymphocyte proliferation; regulation of mononuclear cell proliferation; myeloid leukocyte migration; positive regulation of NF-kappaB transcription factor activity; regulation of alpha-beta T cell activation; positive regulation of peptidase activity; regulation of JNK cascade; regulation of stress-activated protein kinase signaling cascade; CD4-positive, alpha-beta T cell activation; mononuclear cell migration; regulation of stress-activated MAPK cascade; positive regulation of non-canonical NF-kappaB signal transduction; response to hypoxia; cellular response to peptide; leukocyte proliferation; positive regulation of JNK cascade; positive regulation of endopeptidase activity; mononuclear cell proliferation; positive regulation of mononuclear cell migration; positive regulation of mononuclear cell proliferation; regulation of T cell proliferation; lymphocyte proliferation; positive regulation of leukocyte proliferation; positive regulation of lymphocyte proliferation; positive regulation of MAPK cascade; positive regulation of stress-activated protein kinase signaling cascade; regulation of peptidase activity; regulation of trans-synaptic signaling; positive regulation of stress-activated MAPK cascade; modulation of chemical synaptic transmission; interleukin-12 production; regulation of interleukin-12 production; positive regulation of tumor necrosis factor production; gliogenesis; cellular extravasation; positive regulation of tumor necrosis factor superfamily cytokine production; regulation of CD4-positive, alpha-beta T cell activation; positive regulation of interleukin-12 production; leukocyte mediated cytotoxicity; positive regulation of interleukin-6 production; regulation of cell killing; regulation of endopeptidase activity; heterotypic cell-cell adhesion; positive regulation of T cell proliferation; positive regulation of cellular extravasation; non-canonical NF-kappaB signal transduction; macrophage activation; regulation of leukocyte mediated cytotoxicity; positive regulation of chemokine production; regulation of cellular extravasation; glial cell development; vascular process in circulatory system; leukocyte mediated immunity; T cell mediated immunity; vascular transport; transport across blood-brain barrier; transcytosis; ERK1 and ERK2 cascade; positive regulation of interleukin-1 production; regulation of non-canonical NF-kappaB signal transduction; glial cell differentiation; regulation of T cell mediated immunity; positive regulation of interleukin-1 beta production; p38MAPK cascade; chemokine production; learning or memory; regulation of aspartic-type peptidase activity; regulation of chemokine production; regulation of ERK1 and ERK2 cascade; cognition; tumor necrosis factor superfamily cytokine production; regulation of tumor necrosis factor superfamily cytokine production; tumor necrosis factor production; regulation of tumor necrosis factor production; regulation of positive chemotaxis; response to amyloid-beta; positive regulation of positive chemotaxis; positive regulation of amyloid precursor protein catabolic process; cellular response to amyloid-beta; interleukin-10 production; regulation of interleukin-10 production; induction of positive chemotaxis; dendritic cell differentiation; regulation of long-term synaptic potentiation; negative regulation of long-term synaptic potentiation; long-term synaptic depression; adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains; neuroinflammatory response; leukocyte activation involved in inflammatory response; monocyte chemotactic protein-1 production; regulation of monocyte chemotactic protein-1 production; amyloid precursor protein catabolic process; activated T cell proliferation; lymphocyte mediated immunity; positive regulation of monocyte chemotactic protein-1 production; regulation of p38MAPK cascade; microglial cell activation; glial cell activation; monocyte extravasation; response to carbohydrate; regulation of activated T cell proliferation"
